Attribute,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
value,55.0197,65.849,70.3314,69.7914,67.8089,61.7596,63.1275,69.2334,59.7226,57.7472,68.1274,67.6067,55.0079,70.4568,56.3216,61.1656
min,44.4,56.6,65.4,60,60.2,49.7,57.3,62.6,41.8,48.2,64.8,58.4,36.6,63.1,48.7,51.4
max,66.3,76.4,75.9,77.3,75.2,67.3,70,73.5,68.9,65.1,71.9,83.3,70,76.4,61.9,67.9
mean,55,65.8154,70.2947,69.6952,67.8318,61.7143,63.1714,69.2318,59.64,57.7,68.1,67.5826,54.9846,70.4231,56.2692,61.2235
std. dev.,5.7626,5.8251,3.3898,5.171,4.2364,5.2428,4.889,2.5776,6.0911,5.2274,2.4195,5.0894,9.839,4.827,4.3413,5.5841
,,,,,,,,,,,,,,,,
"2014 Estimate; UNITS IN STRUCTURE - Total housing units - 1-unit, attac",,,,,,,,,,,,,,,,
value,9.5802,9.3191,3.5598,4.0033,5.8988,5.7142,4.6614,1.984,6.0983,5.8881,2.7168,2.7415,9.1739,3.2688,5.3054,3.9656
min,3.3,3.3,1.5,1.1,3.3,2,2.7,0.5,2.6,2.9,0.8,0.7,5.7,1.8,1.8,0.9
max,29.4,18.9,4.6,10.7,11.8,14.1,6.4,3.9,10.5,12,4.3,7.7,19.8,5.3,8.2,8.2
mean,9.6222,9.3231,3.5579,3.9952,5.8409,5.7214,4.6571,1.9818,6.1333,5.8636,2.7,2.7652,9.0923,3.2692,5.2692,3.9235
std. dev.,8.6829,5.7199,0.8295,2.3053,1.9798,3.0141,1.6154,0.8867,2.6251,2.9733,1.1184,1.575,3.706,1.1715,1.7466,2.2695
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - Median rooms,,,,,,,,,,,,,,,,
value,5.6518,6.0266,5.7284,5.7699,5.9703,5.7153,5.5126,5.4811,5.3798,5.3918,5.4015,5.5608,5.1861,5.3036,5.2235,5.1228
min,5.4,5.5,5.5,5.3,5.5,5.4,5.2,5.2,4.7,5.2,5,5.2,4.6,5.1,5,4.7
max,6.2,6.5,6.3,5.9,6.9,6.2,5.8,5.9,5.8,5.7,5.7,5.9,6.1,5.5,5.6,5.5
mean,5.6556,6.0231,5.7316,5.7714,5.9682,5.7143,5.5143,5.4818,5.38,5.3909,5.4,5.5609,5.1769,5.3,5.2231,5.1235
std. dev.,0.264,0.2743,0.2286,0.1678,0.3682,0.2143,0.1952,0.1842,0.3121,0.1514,0.1961,0.2126,0.4729,0.1225,0.1964,0.2538
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 9 rooms or more,,,,,,,,,,,,,,,,
value,11.9383,17.8793,13.8891,11.8924,16.9596,15.8962,11.2829,8.8106,11.8919,11.9419,7.4207,8.9545,9.3917,5.9505,7.3512,4.7537
min,8.9,11.9,10.2,7.6,9.9,12.5,9.3,5.2,4.5,7.8,4.4,4,5.5,2.9,5.5,2.4
max,18.1,28.7,22.6,14.5,31.3,19.9,14.1,16.3,18.9,15.9,10.6,13.3,22.8,9.2,11.2,9.3
mean,11.9722,17.8692,13.9316,11.9,16.8773,15.9071,11.3,8.85,11.96,11.9455,7.4,8.9696,9.3,5.9385,7.3615,4.7412
std. dev.,2.5614,4.8255,2.9134,1.5218,5.3115,2.4257,1.6401,2.9043,4.2466,2.2183,2.0681,2.2729,5.3356,1.7533,1.6566,1.772
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 8 rooms,,,,,,,,,,,,,,,,
value,9.3078,11.2293,9.657,9.5843,10.166,10.4698,8.2463,7.8131,8.2072,8.3944,7.2721,7.9795,7.2825,6.6201,6.7789,5.527
min,7.5,8.5,7.8,7.8,5.7,8.5,7.2,6.4,4.7,7.3,4.3,4.3,4.9,4.3,4.1,3.1
max,11.5,13.4,14.2,11,12.6,15.1,9.1,10,11.5,9.9,8.8,11.1,10.8,8.7,8.8,8.3
mean,9.3278,11.2077,9.6526,9.5857,10.1682,10.4643,8.2429,7.8182,8.2133,8.3818,7.2643,8,7.2538,6.6077,6.7615,5.5235
std. dev.,1.0953,1.2128,1.4049,1.0437,1.549,1.6996,0.7138,1.0178,1.6983,0.8647,1.1036,1.6957,1.8464,1.2352,1.4286,1.6862
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 7 rooms,,,,,,,,,,,,,,,,
value,13.1373,13.0981,13.0713,14.0042,13.4056,11.6564,12.7421,12.5228,11.7444,11.487,12.5163,13.2874,10.9893,11.7153,10.8825,9.9268
min,11.5,10.7,11,11.4,9.3,9.7,12.2,10,8.4,9.9,9.5,10.4,8.9,9.5,8.6,6.5
max,15.7,15.7,16.1,15.5,18.6,13.4,13.4,14.9,15.6,12.5,14.5,16.7,15,13.7,13.7,12.6
mean,13.1444,13.0692,13.1,14.0143,13.45,11.6429,12.7429,12.5318,11.72,11.4727,12.5143,13.313,10.9692,11.6769,10.8538,9.9176
std. dev.,1.2055,1.471,1.2161,0.9494,1.8314,1.1895,0.4614,1.34,1.8594,0.7875,1.3398,1.8842,1.8108,1.4811,1.4825,1.986
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 6 rooms,,,,,,,,,,,,,,,,
value,18.3905,16.4352,17.3126,20.3339,16.9169,15.1559,17.8689,19.7323,15.5644,16.2406,20.3355,21.2939,15.8804,20.6635,18.0136,19.3258
min,16,12.9,12.4,17.1,12.5,10.4,15,16.4,13.2,11.4,16.9,16.6,12.8,18.5,14.9,13.6
max,21,21.8,19.9,25.7,19.9,18.5,20.2,22.5,20.7,18.3,23.5,26.3,19.5,24.2,23.8,26.4
mean,18.4056,16.4231,17.3053,20.3476,16.9409,15.1571,17.8857,19.6909,15.5133,16.2545,20.3357,21.213,15.8846,20.6462,18.0231,19.3588
std. dev.,1.487,2.8143,1.9475,2.0805,2.2604,2.3851,1.9429,1.5194,1.9939,1.9143,1.7077,2.3447,2.2199,1.769,2.4427,2.8529
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 5 rooms,,,,,,,,,,,,,,,,
value,18.4572,16.353,19.6987,19.8545,19.027,17.4231,19.6426,24.5533,17.6699,19.0702,23.9861,23.4434,18.6899,26.0157,23.974,26.4905
min,13.5,12,13.8,16.8,13.1,13,17.4,19.2,13.9,12.6,21,20.4,12.8,20.5,19.4,22.5
max,22.7,19.3,22.4,23.2,24.8,23.5,21.2,30.4,21.4,21.4,29.2,29.2,22.2,29.9,28.7,30.4
mean,18.4167,16.4077,19.6684,19.8429,19.0364,17.4429,19.6429,24.5136,17.6533,19.0364,24,23.4435,18.7231,26.0538,24.0385,26.5176
std. dev.,2.3811,2.3297,2.0086,1.9874,3.301,2.6849,1.644,2.6652,2.6848,2.6303,2.1736,2.309,2.5846,3.163,2.772,2.2642
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 4 rooms,,,,,,,,,,,,,,,,
value,15.5856,14.104,15.7526,14.0023,14.0731,15.4276,16.4912,16.6432,17.3091,16.514,16.5249,15.9983,18.3075,17.7322,19.2098,21.4598
min,11.1,10.9,12.2,11.9,9.1,13.4,12.9,13.3,14.9,15.1,14.4,11.9,13.6,15.8,15.9,14.7
max,18,20.3,18.6,17.8,17.4,17.2,20,20,25.8,18.8,20,19.5,23,21.1,21.6,29.6
mean,15.5611,14.1231,15.7211,13.981,14.0545,15.4214,16.4714,16.6591,17.2933,16.5273,16.5571,15.9913,18.3462,17.7615,19.2077,21.4824
std. dev.,2.015,2.705,1.8576,1.5442,1.8392,1.1497,2.3991,1.9709,2.5491,1.1884,1.6275,2.2297,2.9812,1.6107,1.8405,3.8798
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 3 rooms,,,,,,,,,,,,,,,,
value,8.7057,7.5359,7.5702,7.1636,6.3647,9.1768,8.4578,6.9003,10.7144,11.0437,8.3488,6.0701,12.0959,7.3462,9.5421,8.4157
min,6.7,5.2,5.5,5.6,3.8,5.5,7.3,5,7.7,8.1,6.2,2.5,7.8,5.8,5.7,5.1
max,11.4,9.5,9.5,10,8.9,12.4,9.9,10.9,15.2,16.6,11.1,8.8,16.7,9.2,14.1,12.5
mean,8.7111,7.5308,7.5737,7.1667,6.3818,9.1786,8.4571,6.9045,10.7267,11.0818,8.3429,6.0826,12.1385,7.3538,9.5308,8.3824
std. dev.,1.1782,1.306,1.2922,1.0665,1.5509,2.0378,1.2286,1.5701,1.8293,2.296,1.3676,1.6166,2.7867,1.0898,2.6193,2.2834
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 2 rooms,,,,,,,,,,,,,,,,
value,2.4673,2.1321,1.8341,1.673,1.8375,3.129,2.1915,1.6614,4.4328,3.1854,2.1962,1.5811,4.5422,2.1631,2.7113,2.4784
min,1.3,0.9,0.8,0.9,0.5,1.7,0.9,0.6,2.4,2.3,1.4,0.7,2.4,0.7,0.8,0.7
max,4.1,3.3,2.6,3.5,4.1,4.8,3.3,3.8,11.5,4.8,3.6,3,8.1,3.2,4,7
mean,2.4611,2.1308,1.8368,1.6667,1.8364,3.1214,2.1857,1.65,4.4467,3.2,2.1929,1.587,4.5462,2.1692,2.7,2.4471
std. dev.,0.7883,0.8087,0.4856,0.5868,0.8797,0.9862,0.7904,0.642,2.2165,0.6943,0.6592,0.6002,1.5349,0.8159,1.0747,1.799
,,,,,,,,,,,,,,,,
2014 Estimate; ROOMS - Total housing units - 1 room,,,,,,,,,,,,,,,,
value,2.0154,1.2259,1.2022,1.5012,1.2635,1.6303,3.0328,1.3671,2.5013,2.1511,1.4062,1.3752,2.7901,1.7934,1.5608,1.6464
min,1.1,0.5,0.6,0.7,0.3,0.4,0.8,0.7,1.2,0.9,0.6,0.4,1.6,1.1,0.4,0.6
max,3.7,1.8,2.2,4.5,2.1,2.9,11,2.6,3.8,7.9,2.3,4.8,4.7,2.6,2.6,4.3
mean,2.0056,1.2308,1.2,1.5048,1.2682,1.6286,3.0286,1.3864,2.5067,2.1273,1.4,1.3826,2.8077,1.7923,1.5462,1.6529
std. dev.,0.6991,0.4231,0.4397,0.8261,0.4864,0.6999,3.5804,0.5825,0.8623,1.9647,0.493,0.9509,1.1449,0.4769,0.6814,1.026
,,,,,,,,,,,,,,,,
2014 Estimate; OCCUPANTS PER ROOM - Occupied housing units - 1.51 or mo,,,,,,,,,,,,,,,,
value,0.6226,0.5131,0.5187,0.4456,0.5466,0.6465,0.8579,0.4965,0.8835,0.9803,0.7384,0.6843,2.2043,1.5818,0.7386,1.321
min,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0,0.2,0,0.6,0.3,0.2,0.2
max,1.8,0.8,2.2,2.2,1.5,2.5,3,1.2,1.6,3.2,2.2,1.9,4.3,2.5,1,5.3
mean,0.6167,0.5167,0.5111,0.4381,0.545,0.6538,0.8571,0.5,0.88,0.97,0.7429,0.6857,2.2154,1.575,0.7333,1.3437
std. dev.,0.4369,0.1992,0.5212,0.4544,0.3332,0.6802,0.9641,0.3177,0.4074,0.9452,0.4831,0.5721,1.195,0.7581,0.2871,1.5042
,,,,,,,,,,,,,,,,
2014 Estimate; OCCUPANTS PER ROOM - Occupied housing units - 1.01 to 1.,,,,,,,,,,,,,,,,
value,1.249,1.6551,1.569,0.881,1.8843,1.6813,1.4441,1.6905,2.3286,2.2383,2.4099,1.7319,4.528,5.3741,2.0416,2.9808
min,0.7,0.9,0.9,0.5,0.8,0.5,0.9,0.6,0.8,0.9,1.2,0.6,2.1,1.1,1.3,0.9
max,2.4,3,5.8,1.7,3.4,4,1.9,3,3.8,3.8,4.4,2.5,6.8,8.3,3.3,9
mean,1.25,1.6583,1.5444,0.881,1.87,1.6769,1.4429,1.6909,2.3067,2.24,2.4214,1.7333,4.5462,5.3667,2.0417,3.0187
std. dev.,0.3777,0.6775,1.088,0.3444,0.6634,0.8105,0.3457,0.7023,1.0892,1.0013,0.9366,0.5489,1.3974,2.856,0.7354,2.8517
,,,,,,,,,,,,,,,,
2014 Estimate; OCCUPANTS PER ROOM - Occupied housing units - 1.00 or le,,,,,,,,,,,,,,,,
value,98.1177,97.8491,97.9118,98.6821,97.5794,97.6649,97.6835,97.8452,96.7951,96.7313,96.8592,97.574,93.236,93.0522,97.2116,95.6918
min,96.8,96.3,91.9,97.3,96.2,94.4,96,96.6,95,94.9,93.7,96,88.9,89.3,95.7,85.7
max,99,98.8,98.8,99.5,98.7,98.8,98.2,99.2,98.5,98.9,98.3,99.2,97.2,98.6,98.1,98.7
mean,98.1222,97.8417,97.9444,98.6905,97.595,97.6615,97.6857,97.8409,96.82,96.74,96.8429,97.5714,93.2077,93.0667,97.2167,95.6313
std. dev.,0.6594,0.8017,1.561,0.5118,0.7591,1.1214,0.7883,0.8348,1.3883,1.4002,1.3101,0.8833,2.4445,3.5214,0.9154,4.2658
,,,,,,,,,,,,,,,,
2014 Estimate; MORTGAGE STATUS - Owner-occupied units - Housing units w,,,,,,,,,,,,,,,,
value,31.008,34.4961,35.8906,38.8258,29.6109,33.1429,37.3843,44.6943,30.1551,33.9639,37.9169,38.347,28.8284,31.6021,36.5843,46.5669
min,28,27.7,29.8,35.2,24.5,27.4,27.5,35.1,22.5,27.9,31.5,31.8,20.7,27,25.5,37.5
max,34.2,41,46.3,46.2,36.9,44.3,47.8,51.2,41.2,41.1,47.7,45.7,34.2,40.3,47.1,58
mean,31.0333,34.5231,35.8316,38.819,29.5864,33.1786,37.3,44.7773,30.2214,33.9818,37.9214,38.3087,28.8769,31.6385,36.6923,46.6529
std. dev.,1.9156,3.6405,3.9004,3.2052,4.0542,4.7527,7.0623,4.7957,5.5548,4.2254,4.7885,4.1837,3.6199,4.3115,6.2838,5.5294
,,,,,,,,,,,,,,,,
2014 Estimate; MORTGAGE STATUS - Owner-occupied units - Housing units w,,,,,,,,,,,,,,,,
value,68.992,65.5039,64.1094,61.1742,70.3891,66.8571,62.6157,55.3057,69.8449,66.0361,62.0831,61.653,71.1716,68.3979,63.4157,53.4331
min,65.8,59,53.7,53.8,63.1,55.7,52.2,48.8,58.8,58.9,52.3,54.3,65.8,59.7,52.9,42
max,72,72.3,70.2,64.8,75.5,72.6,72.5,64.9,77.5,72.1,68.5,68.2,79.3,73,74.5,62.5
mean,68.9667,65.4769,64.1684,61.181,70.4136,66.8214,62.7,55.2227,69.7786,66.0182,62.0786,61.6913,71.1231,68.3615,63.3077,53.3471
std. dev.,1.9156,3.6405,3.9004,3.2052,4.0542,4.7527,7.0623,4.7957,5.5548,4.2254,4.7885,4.1837,3.6199,4.3115,6.2838,5.5294
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING TENURE - Occupied housing units - Renter-occupie,,,,,,,,,,,,,,,,
value,35.3112,30.456,32.7353,32.391,34.3658,37.4712,39.9022,33.8032,40.4674,43.199,41.1921,35.4601,43.067,42.955,44.3799,30.3983
min,29.5,24.5,24.9,26,25.5,30.8,35.4,27.5,36.9,36.8,34.7,22,32.8,34.4,34.6,20.8
max,40.4,35.4,36.2,37.4,40.1,42.3,45.4,46,45.4,49.7,47.4,42.8,51.7,50.2,52.3,38.8
mean,35.2667,30.5077,32.6842,32.4143,34.3682,37.4357,39.8857,33.8409,40.4267,43.2091,41.2571,35.3565,43.1846,42.9385,44.4846,30.4471
std. dev.,3.2709,3.5044,3.1549,2.8465,3.5049,4.058,3.638,3.9713,2.4371,3.8803,3.8256,4.0524,5.7609,4.6798,5.8292,4.6057
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING TENURE - Occupied housing units - Owner-occupied,,,,,,,,,,,,,,,,
value,64.6888,69.544,67.2647,67.609,65.6342,62.5288,60.0978,66.1968,59.5326,56.801,58.8079,64.5399,56.933,57.045,55.6201,69.6017
min,59.6,64.6,63.8,62.6,59.9,57.7,54.6,54,54.6,50.3,52.6,57.2,48.3,49.8,47.7,61.2
max,70.5,75.5,75.1,74,74.5,69.2,64.6,72.5,63.1,63.2,65.3,78,67.2,65.6,65.4,79.2
mean,64.7333,69.4923,67.3158,67.5857,65.6318,62.5643,60.1143,66.1591,59.5733,56.7909,58.7429,64.6435,56.8154,57.0615,55.5154,69.5529
std. dev.,3.2709,3.5044,3.1549,2.8465,3.5049,4.058,3.638,3.9713,2.4371,3.8803,3.8256,4.0524,5.7609,4.6798,5.8292,4.6057
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING TENURE - Average household size of renter-occupi,,,,,,,,,,,,,,,,
value,2.3268,2.3729,2.3308,2.2201,2.6542,2.2707,2.4397,2.4678,2.4833,2.4076,2.6143,2.5773,2.7988,3.0701,2.5412,2.7934
min,2.08,2.12,1.93,1.98,2.34,1.93,2.24,2.13,2.19,2.2,2.38,2.14,2.54,2.41,2.12,2.24
max,2.59,2.84,3.03,2.36,3.3,2.89,2.66,2.67,2.94,2.82,2.95,3.07,3.15,3.6,3.05,3.64
mean,2.3272,2.3754,2.3232,2.219,2.6509,2.2686,2.4386,2.4677,2.4793,2.4055,2.6164,2.5752,2.7992,3.0654,2.5431,2.8024
std. dev.,0.1304,0.1892,0.2159,0.1014,0.2679,0.2511,0.1373,0.139,0.2251,0.2041,0.1647,0.1864,0.2162,0.3871,0.2373,0.3846
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING TENURE - Average household size of owner-occupie,,,,,,,,,,,,,,,,
value,2.6717,2.6392,2.586,2.5175,2.814,2.6011,2.641,2.5995,2.6818,2.6771,2.7774,2.6619,2.8861,2.9196,2.641,2.6854
min,2.49,2.41,2.38,2.42,2.51,2.43,2.44,2.37,2.46,2.46,2.55,2.44,2.57,2.4,2.44,2.18
max,2.85,3.04,3.08,2.67,3.77,2.9,2.73,2.81,2.99,3.03,3.35,3,3.28,3.27,3.06,3.8
mean,2.6711,2.6385,2.5837,2.5171,2.8105,2.6,2.64,2.5991,2.6807,2.6764,2.7793,2.6609,2.8854,2.9146,2.6415,2.6929
std. dev.,0.1006,0.1568,0.1695,0.0619,0.2798,0.1247,0.1,0.0973,0.1557,0.2067,0.2009,0.13,0.2155,0.3221,0.177,0.4959
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING OCCUPANCY - Total housing units - Vacant housing,,,,,,,,,,,,,,,,
value,10.3788,8.1197,9.2102,11.1395,9.3982,7.4354,14.5047,13.5547,9.4895,8.6776,12.6664,13.888,7.2657,9.6459,16.0517,23.0545
min,6.5,5.6,3.8,6.4,3.3,4.5,8.7,11,5.4,5.7,8.8,6.4,4.5,5.9,10.2,9.8
max,20,10.7,12.4,17.7,20.8,10.5,26,17.8,18,13.9,20.1,32.6,9.9,19.7,33,36.3
mean,10.4,8.1462,9.1789,11.1381,9.3818,7.4286,14.4143,13.5182,9.5133,8.6455,12.7071,13.9087,7.2692,9.7,16.0769,23.0471
std. dev.,3.7283,1.8968,2.0299,2.4283,3.8279,1.9221,5.6549,1.9301,3.6318,2.4933,2.9702,4.8182,1.6121,3.9323,5.7366,7.5957
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING OCCUPANCY - Total housing units - Occupied housi,,,,,,,,,,,,,,,,
value,89.6212,91.8803,90.7898,88.8605,90.6018,92.5646,85.4953,86.4453,90.5105,91.3224,87.3336,86.112,92.7343,90.3541,83.9483,76.9455
min,80,89.3,87.6,82.3,79.2,89.5,74,82.2,82,86.1,79.9,67.4,90.1,80.3,67,63.7
max,93.5,94.4,96.2,93.6,96.7,95.5,91.3,89,94.6,94.3,91.2,93.6,95.5,94.1,89.8,90.2
mean,89.6,91.8538,90.8211,88.8619,90.6182,92.5714,85.5857,86.4818,90.4867,91.3545,87.2929,86.0913,92.7308,90.3,83.9231,76.9529
std. dev.,3.7283,1.8968,2.0299,2.4283,3.8279,1.9221,5.6549,1.9301,3.6318,2.4933,2.9702,4.8182,1.6121,3.9323,5.7366,7.5957
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING OCCUPANCY - Rental vacancy rate,,,,,,,,,,,,,,,,
value,5.9242,5.7096,6.4777,6.8604,5.6855,4.7911,8.7288,8.6754,4.8888,5.318,8.857,8.2368,3.6314,4.3741,8.7491,13.1326
min,3.3,3.1,3,4.2,1.5,1.8,5.7,1.9,2.2,1.5,4.3,2.8,1.6,2.8,4.6,6.3
max,7.8,7.9,15,11.4,10,7.2,12.2,12.5,7.4,8.2,14.8,16.4,5.4,6.4,12.9,45.3
mean,5.9056,5.7462,6.4474,6.8571,5.7136,4.7786,8.7286,8.6545,4.8867,5.2818,8.85,8.2043,3.6154,4.3923,8.7615,13.2176
std. dev.,1.5012,1.7212,2.6101,1.6363,2.0922,1.7712,2.1677,2.8025,1.5014,2.3932,2.7845,3.4799,1.1224,1.1864,2.4527,9.9574
,,,,,,,,,,,,,,,,
2014 Estimate; HOUSING OCCUPANCY - Homeowner vacancy rate,,,,,,,,,,,,,,,,
value,1.7984,1.1984,1.8348,2.2026,1.7026,1.4536,2.3774,2.0883,1.4005,1.2705,2.5005,2.869,0.8538,1.9915,2.5486,2.8701
min,0.9,0.2,0.5,1.2,0.8,0.5,1.8,1,0.3,0,0.5,1.5,0.1,0.7,1.6,0.5
max,3.4,2.1,2.9,4.9,2.9,2.7,3.8,3.5,2.6,3.9,4.1,5.4,1.7,3.3,4.1,7.2
mean,1.7889,1.2,1.8368,2.1857,1.7091,1.4357,2.3714,2.0727,1.4,1.2727,2.5214,2.8609,0.8538,1.9923,2.5538,2.8765
std. dev.,0.702,0.5066,0.722,0.8839,0.5406,0.6308,0.6601,0.6748,0.6459,1.1394,1.0779,0.9894,0.463,0.7017,0.7623,1.4792
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - Less than 15.0 percent,,,,,,,,,,,,,,,
value,11.2035,13.5536,14.3545,14.5801,12.1491,14.3084,11.7509,13.4816,10.6571,11.2314,13.5311,12.0744,9.8738,9.9296,10.4111,10.6333
min,5.9,7.1,9.1,9.2,8.3,10,10,7.4,6.5,5.8,10.9,7.3,7,6.8,6.5,5.8
max,15.1,17.4,20.5,20.1,17.1,20.4,13.1,17.9,16.5,13.4,17.5,16.1,12.7,14.2,15.2,14.8
mean,11.1833,13.6154,14.3789,14.5667,12.1227,14.3786,11.7429,13.4364,10.6867,11.2545,13.5,12.0739,9.8923,9.9462,10.4308,10.6588
std. dev.,2.0098,2.7337,3.0188,2.688,2.5853,2.9743,1.2232,2.5376,2.5159,1.9982,2.005,2.4814,2.0516,2.0135,2.838,2.6451
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 35.0 percent or more,,,,,,,,,,,,,,,
value,42.5269,37.9409,38.9426,40.7819,40.0055,37.5218,44.8918,42.3876,45.5331,45.2921,39.1282,40.9908,46.2468,47.0681,45.6771,45.4813
min,37.2,32.1,28.7,31.8,33.1,28.9,31.1,35.4,38.6,38.6,33.8,34.1,39.4,40.7,40,37
max,51.1,44.4,44.8,49.6,45.3,45.1,51,49.5,54.3,53.8,45.9,46,54.5,55.4,51.2,54.8
mean,42.5611,37.9231,38.9105,40.8,40.0182,37.4571,44.9429,42.3636,45.5933,45.3182,39.15,41.0348,46.2769,47.0846,45.6846,45.4882
std. dev.,3.6092,3.0109,3.9035,4.4806,3.3456,5.3687,6.7953,3.6727,4.6969,5.7,3.5263,3.1783,4.4591,4.2035,3.6007,5.4379
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 30.0 to 34.9 percent,,,,,,,,,,,,,,,
value,10.0534,9.0838,9.3906,8.6087,10.0476,8.6027,8.7317,8.0373,9.0413,8.107,9.0835,9.745,9.8446,10.1692,8.6674,9.4376
min,8.1,5.5,5.9,5.8,7.1,5.8,5.4,4,4.4,4.7,5.8,4.5,8.7,7.7,6.6,4.6
max,12.5,10.8,16.9,10.8,13.7,11.9,11,10.1,12.6,11.4,12.3,18.5,11.4,13.1,12.8,14.5
mean,10.0167,9.0615,9.4211,8.5952,10.0318,8.5714,8.7286,8.0273,9.0267,8.0909,9.1071,9.713,9.8308,10.1615,8.6615,9.4765
std. dev.,1.3369,1.3513,2.2427,1.3021,1.662,1.7722,1.664,1.301,2.0037,1.9664,1.9507,2.6906,0.8702,1.7409,1.7552,2.3573
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 25.0 to 29.9 percent,,,,,,,,,,,,,,,
value,11.5404,11.2692,10.7503,11.0467,11.6637,10.9413,10.1988,11.1434,10.9825,10.1926,11.4321,11.8659,11.5059,10.3473,11.7879,10.7643
min,9.3,7.6,7.4,6.6,9.3,7.4,6.3,8.3,4.5,7.2,8.8,4.2,9.5,8.6,9.8,8.7
max,13.2,13.1,14.4,13.8,13.7,13.3,16.1,18.8,13.2,13.3,14,20.4,12.8,14.1,14.6,12.1
mean,11.5222,11.2692,10.7526,11.0476,11.6864,10.9286,10.1714,11.1818,10.96,10.2,11.4357,11.8826,11.4923,10.3308,11.8077,10.7588
std. dev.,1.0407,1.624,2.117,1.8294,1.2318,1.7189,3.0253,2.4073,2.101,1.9738,1.1997,3.068,0.9604,1.4314,1.2366,0.9912
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 20.0 to 24.9 percent,,,,,,,,,,,,,,,
value,12.8767,13.7392,13.5995,11.9913,13.2524,13.6804,11.6043,12.1627,12.5457,12.5165,13.8327,12.8995,11.8891,12.0389,11.9302,12.2405
min,10.6,9.6,9.5,5.8,10.6,10.7,7.8,6.7,8.3,9.1,10.3,9.1,7.7,9.4,8.8,8.5
max,17.8,19.3,21.3,17.4,15.9,16.9,16.4,16.1,19,16.3,16.7,16,14.8,15.1,17.7,16.9
mean,12.9056,13.7,13.5947,12.0286,13.2591,13.6857,11.5857,12.1727,12.52,12.5182,13.8357,12.8696,11.8692,12.0538,11.9077,12.1765
std. dev.,1.9546,2.4324,2.6267,2.4311,1.3507,1.9354,2.8876,2.361,2.5217,2.4955,1.8694,1.7445,1.9155,1.7193,2.2783,2.5687
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME (GRAPI) -,computed) - 15.0 to 19.9 percent,,,,,,,,,,,,,,,
value,11.8276,14.4208,12.983,13.012,12.8826,14.9522,12.8515,12.8013,11.2213,12.6334,12.985,12.4231,10.6546,10.4633,11.5103,11.4421
min,8.5,11.5,7.5,9.2,9.5,10.8,10.4,7.3,6.1,8.9,8.7,6.5,6.6,6.6,7.7,7.4
max,14.5,18.6,16.3,18.4,17.3,20.2,15.1,16.9,16,16.7,16.7,15.9,13.6,14.4,13.2,15.1
mean,11.8389,14.4385,12.9632,12.981,12.8818,14.9857,12.8571,12.8318,11.1933,12.5909,12.9643,12.4261,10.6538,10.4385,11.4923,11.4412
std. dev.,1.4677,2.0883,1.9394,2.2796,2.1595,2.7848,1.5175,2.3422,2.9222,2.1838,2.0839,2.4093,1.8595,2.1066,1.4841,2.8313
,,,,,,,,,,,,,,,,
2014 Estimate; GROSS RENT - Occupied units paying rent - Less than $500,,,,,,,,,,,,,,,,
value,11.8052,13.0781,16.8198,17.9254,8.0328,12.7212,12.0499,18.3206,6.2374,7.1317,12.7726,14.4524,5.4203,9.3966,7.7992,10.8319
min,5.5,8.5,11.4,10.7,4.7,6.7,8.7,9,3.9,3.9,7.8,7.7,3.6,5.8,3.5,4.6
max,21.5,19.9,29,24.3,17.2,17,17.2,29.6,11.8,9.8,24.6,24.3,9.6,13.3,13.5,26.2
